년도,분기,개수
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,1,0
1998,1,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,4,60
1998,4,313
1998,4,52
1998,4,143
1998,4,1
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,5
1998,4,0
1998,4,0
1998,4,22
1998,4,7
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,1
1998,4,12
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,3,0
1998,4,0
1998,4,0
1998,4,2
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,3
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,38
1998,4,0
1998,4,0
1998,4,5
1998,4,1
1998,4,0
1998,4,4
1998,4,0
1998,4,4
1998,4,1
1998,4,0
1998,4,0
1998,4,1
1998,4,4
1998,4,0
1998,4,1
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,3
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,46
1998,4,7
1998,4,62
1998,4,0
1998,4,0
1998,4,0
1998,4,22
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,15
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,144
1998,4,35
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,4
1998,4,118
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,4,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
1998,1,0
